MN_No,MA_No,Pali_Chunk_ID,Han_Seg_ID,Mapping_Quality,Han_Fanout,Confidence_Tier,Emb_Sim_Combined,Lex_Overlap,Hyb_Similarity,P_Char_Len,H_Char_Len,Div_Score,Div_Type,Div_Confidence,Missing_Term_Score,Len_Asymmetry,Emb_Z,Sutta_Emb_Mean,Sutta_Emb_Std,Missing_Terms,Present_Terms,Pali_Text,Han_Text
90,212,MN.90.c013,MA.212.20,TRUE_PAIR,1,2,0.2889,0.0,0.1734,235,127,0.7474,SEMANTIC_DRIFT,MEDIUM,0.7778,0.888,-0.156,0.2788,0.065,maharaja|samano|gotamo|natthi|brahmano|netam|vijjati,evamaha|thanam,ye te mahārāja evamāhaṃsu samaṇo gotamo evamāha natthi so samaṇo vā brāhmaṇo vā yo sabbaññū sabbadassāvī aparisesaṃ ñāṇadassanaṃ paṭijānissati netaṃ ṭhānaṃ vijjatī ti na me te vuttavādino abbhācikkhanti ca pana maṃ te asatā abhūtenā ti,拘薩羅王波斯匿白曰 瞿曇 當知今日賢及月姉妹我共坐食 聞我今當欲往見佛 便白曰 大王 若往見佛者 當為我等稽首世尊 問訊聖體康強 安快無病 起居輕便 氣力如常耶 故如是白世尊 賢及月姉妹稽首世尊 問訊聖體康強 安快無病 起居輕便 氣力如常耶 瞿曇 彼賢及
90,212,MN.90.c014,MA.212.21,TRUE_PAIR,1,3,0.1252,0.0,0.0751,163,28,0.8746,SEMANTIC_DRIFT,HIGH,0.8,2.541,2.361,0.2788,0.065,raja|imam|maharaja|brahmano,amantesi,atha kho rājā pasenadi kosalo viṭaṭūbhaṃ senāpatiṃ āmantesi ko nu kho senāpati imaṃ kathāvatthuṃ rājantepure abbhudāhāsī ti sañjayo mahārāja brāhmaṇo ākāsagotto ti,月稽首世尊 問訊聖體康強 安快無病 起居輕便 氣力如常耶
90,212,MN.90.c015,MA.212.22,TRUE_PAIR,1,3,0.2264,0.0,0.1359,176,43,0.8022,OMISSION,HIGH,0.75,2.033,0.805,0.2788,0.065,raja|tvam|ambho|mama|brahmanam|bhante,amantesi|purisa,atha kho rājā pasenadi kosalo aññataraṃ purisaṃ āmantesi ehi tvaṃ ambho purisa mama vacanena sañjayaṃ brāhmaṇaṃ ākāsagottaṃ āmantehi rājā taṃ bhante pasenadi kosalo āmantetī ti,世尊答曰 大王 今賢及月姉妹安隱快樂 今天及人 阿修羅 揵塔和 羅剎及餘若干身安隱快樂
90,212,MN.90.c016,MA.212.23,TRUE_PAIR,1,3,0.1878,0.0,0.1127,211,38,0.8407,OMISSION,HIGH,0.7778,2.473,1.399,0.2788,0.065,puriso|ranno|yena|brahmano|upasankamitva|brahmanam|bhante,etadavoca|raja,evaṃ devā ti kho so puriso rañño pasenadissa kosalassa paṭissutvā yena sañjayo brāhmaṇo ākāsagotto tenupasaṅkami upasaṅkamitvā sañjayaṃ brāhmaṇaṃ ākāsagottaṃ etadavoca rājā taṃ bhante pasenadi kosalo āmantetī ti,於是 拘薩羅王波斯匿與佛共相問訊 却坐一面 白曰 瞿曇 我欲有所問 聽乃敢陳
90,212,MN.90.c017,MA.212.25,TRUE_PAIR,1,2,0.3357,0.0,0.2014,210,62,0.7782,OMISSION,HIGH,0.8462,1.76,-0.875,0.2788,0.065,bhagavantam|etadavoca|siya|bhante|bhagavata|kinci|bhasitam|yatha,raja|tanca,atha kho rājā pasenadi kosalo bhagavantaṃ etadavoca siyā nu kho bhante bhagavatā aññadeva kiñci sandhāya bhāsitaṃ tañca jano aññathāpi paccāgaccheyya yathā kathaṃ pana bhante bhagavā abhijānāti vācaṃ bhāsitā ti,拘薩羅王波斯匿便問曰 瞿曇 我聞沙門瞿曇作如是說 本無 當不有 今現亦無 若有餘沙門 梵志一切知 一切見者 瞿曇 憶如是說耶
90,212,MN.90.c018,MA.212.26,TRUE_PAIR,1,3,0.2616,0.0,0.157,146,36,0.7809,OMISSION,HIGH,0.7273,2.02,0.264,0.2788,0.065,aham|vacam|natthi|samano|brahmano|sakideva|sabbam|vijjati,maharaja|netam|thanam,evaṃ kho ahaṃ mahārāja abhijānāmi vācaṃ bhāsitā natthi so samaṇo vā brāhmaṇo vā yo sakideva sabbaṃ ñassati sabbaṃ dakkhiti netaṃ ṭhānaṃ vijjatī ti,世尊答曰 大王 我不憶作如是說 本無 當不有 今現亦無 若有餘沙門 梵志
90,212,MN.90.c019,MA.212.27,TRUE_PAIR,1,2,0.2803,0.0,0.1682,282,8,0.8879,OMISSION,HIGH,1.0,5.14,-0.023,0.2788,0.065,bhante|bhagava|natthi|samano|brahmano|sakideva|sabbam|netam,,heturūpaṃ bhante bhagavā āha saheturūpaṃ bhante bhagavā āha natthi so samaṇo vā brāhmaṇo vā yo sakideva sabbaṃ ñassati sabbaṃ dakkhiti netaṃ ṭhānaṃ vijjatī ti cattārome bhante vaṇṇā khattiyā brāhmaṇā vessā suddā imesaṃ nu kho bhante catunnaṃ vaṇṇānaṃ siyā viseso siyā nānākaraṇa nti,一切知 一切見者
90,212,MN.90.c020,MA.212.29,TRUE_PAIR,1,2,0.3191,0.0,0.1914,292,59,0.7893,OMISSION,HIGH,0.8,2.307,-0.62,0.2788,0.065,brahmana|yadidam|bhante|bhagavantam,maharaja,cattārome mahārāja vaṇṇā khattiyā brāhmaṇā vessā suddā imesaṃ kho mahārāja catunnaṃ vaṇṇānaṃ dve vaṇṇā aggamakkhāyanti khattiyā ca brāhmaṇā ca yadidaṃ abhivādanapaccuṭṭhānaañjalikammasāmīcikammānī ti nāhaṃ bhante bhagavantaṃ diṭṭhadhammikaṃ pucchāmi samparāyikāhaṃ bhante bhagavantaṃ pucchāmi,迴顧告鞞留羅大將曰 前日王共大眾坐 誰最前說沙門瞿曇作如是說 本無 當不有 今現亦無 若有餘沙門 梵志一切知 一切見者
90,212,MN.90.c021,MA.212.33,TRUE_PAIR,1,3,0.1609,0.0,0.0966,172,40,0.8458,SEMANTIC_DRIFT,HIGH,0.8,2.104,1.812,0.2788,0.065,bhante|brahmana|siya|maharaja,panca,cattārome bhante vaṇṇā khattiyā brāhmaṇā vessā suddā imesaṃ nu kho bhante catunnaṃ vaṇṇānaṃ siyā viseso siyā nānākaraṇa nti pañcimāni mahārāja padhāniyaṅgāni katamāni pañca,彼人去後 於是 拘薩羅王波斯匿白世尊曰 沙門瞿曇 頗有異說異受 沙門瞿曇憶所說耶
90,212,MN.90.c022,MA.212.34,TRUE_PAIR,1,2,0.3366,0.0435,0.2194,246,56,0.7733,OMISSION,HIGH,0.8182,2.135,-0.889,0.2788,0.065,idha|bhikkhu|hoti|tathagatassa|itipi|bhagava|sammasambuddho|sugato,maharaja|araham,idha mahārāja bhikkhu saddho hoti saddahati tathāgatassa bodhiṃ itipi so bhagavā arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā ti appābādho hoti appātaṅko samavepākiniyā,世尊答曰 大王 我憶曾如是說 本無 當不有 今現亦無 若有餘沙門 梵志一時知一切 一時見一切 大王 我憶如是說也
90,212,MN.90.c023,MA.212.35,TRUE_PAIR,1,3,0.177,0.0,0.1062,242,42,0.8861,SEMANTIC_DRIFT,HIGH,0.9091,2.527,1.565,0.2788,0.065,asatho|hoti|amayavi|yathabhutam|attanam|sabrahmacarisu|viharati|akusalanam,samannagato,gahaṇiyā samannāgato nātisītāya nāccuṇhāya majjhimāya padhānakkhamāya asaṭho hoti amāyāvī yathābhūtaṃ attānaṃ āvikattā satthari vā viññūsu vā sabrahmacārīsu āraddhavīriyo viharati akusalānaṃ dhammānaṃ pahānāya kusalānaṃ dhammānaṃ upasampadāya,拘薩羅王波斯匿聞已 歎曰 沙門瞿曇所說如師 沙門瞿曇所說如善師 欲更有所問 聽我問耶
90,212,MN.90.c024,MA.212.37,TRUE_PAIR,1,2,0.2944,0.0,0.1767,194,31,0.7704,OMISSION,HIGH,0.6667,2.646,-0.24,0.2788,0.065,kusalesu|dhammesu|hoti|maharaja,samannagato|panca,thāmavā daḷhaparakkamo anikkhittadhuro kusalesu dhammesu paññavā hoti udayatthagāminiyā paññāya samannāgato ariyāya nibbedhikāya sammādukkhakkhayagāminiyā imāni kho mahārāja pañca padhāniyaṅgāni,拘薩羅王波斯匿聞已 歎曰 沙門瞿曇所說如師 沙門瞿曇所說如善師
90,212,MN.90.c025,MA.212.38,TRUE_PAIR,1,3,0.2481,0.0,0.1489,209,35,0.8534,OMISSION,HIGH,0.8889,2.578,0.472,0.2788,0.065,maharaja|brahmana|imehi|pancahi|samannagata|nesam|assa|bhante,ettha,cattārome mahārāja vaṇṇā khattiyā brāhmaṇā vessā suddā te cassu imehi pañcahi padhāniyaṅgehi samannāgatā ettha pana nesaṃ assa dīgharattaṃ hitāya sukhāyā ti cattārome bhante vaṇṇā khattiyā brāhmaṇā vessā suddā,拘薩羅王波斯匿白曰 瞿曇 我不但問於現世義 亦復欲問於後世義 聽我問耶
90,212,MN.90.c026,MA.212.40,TRUE_PAIR,1,2,0.3393,0.0,0.2036,298,245,0.5737,UNCERTAIN,MEDIUM,0.3333,0.283,-0.93,0.2788,0.065,pancahi|bhante|siya|vadami,imehi|samannagata|ettha|nesam|maharaja,te cassu imehi pañcahi padhāniyaṅgehi samannāgatā ettha pana nesaṃ bhante siyā viseso siyā nānākaraṇa nti ettha kho nesāhaṃ mahārāja padhānavemattataṃ vadāmi seyyathāpissu mahārāja dve hatthidammā vā assadammā vā godammā vā sudantā suvinītā dve hatthidammā vā assadammā vā godammā vā adantā avinītā,支 必得善師如來 無所著 正盡覺 必得可意 無不可意 亦於長夜得義饒益 安隱快樂 云何為五 多聞聖弟子信著如來 根生定立 無能奪者 謂沙門 梵志 天及魔 梵及餘世間 是謂第一斷支 復次 大王 多聞聖弟子少病無病 成就等食道 不熱不冷 正樂不諍 謂食飲消 正安隱消 是謂第二斷支 復次 大王 多聞聖弟子無諂無誑 質直 現如真世尊及諸梵行 是謂第三斷支 復次 大王 多聞聖弟子常行精進 斷惡不善 修諸善法 恒自起意 專一堅固 為諸善本 不捨方便 是謂第四斷支 復次 大王 多聞聖弟子修行智慧 觀
90,212,MN.90.c027,MA.212.43,TRUE_PAIR,1,3,0.2528,0.0,0.1517,181,45,0.7158,OMISSION,HIGH,0.5,2.008,0.399,0.2788,0.065,mannasi|maharaja|bhante,hatthidamma|assadamma|godamma,taṃ kiṃ maññasi mahārāja ye te dve hatthidammā vā assadammā vā godammā vā sudantā suvinītā api nu te dantāva dantakāraṇaṃ gaccheyyuṃ dantāva dantabhūmiṃ sampāpuṇeyyu nti evaṃ bhante,諂誑斷者 終無是處 若精勤者所斷 是懈怠斷者 終無是處 若智慧者所斷 是惡慧斷者 終無是處
90,212,MN.90.c030,MA.212.47,TRUE_PAIR,1,3,0.2224,0.0,0.1335,263,30,0.911,OMISSION,HIGH,1.0,3.132,0.867,0.2788,0.065,bhante|brahmana|imehi|pancahi|samannagata|ettha|nesam|siya,,cattārome bhante vaṇṇā khattiyā brāhmaṇā vessā suddā te cassu imehi pañcahi padhāniyaṅgehi samannāgatā te cassu sammappadhānā ettha pana nesaṃ bhante siyā viseso siyā nānākaraṇa nti ettha kho nesāhaṃ mahārāja na kiñci nānākaraṇaṃ vadāmi yadidaṃ vimuttiyā vimuttiṃ,拘薩羅王波斯乾娑羅木作火母 攢攢生火 南方梵志童子來 彼取乾
90,212,MN.90.c031,MA.212.48,TRUE_PAIR,1,2,0.3568,0.0,0.2141,338,72,0.7566,OMISSION,HIGH,0.75,2.231,-1.199,0.2788,0.065,maharaja|puriso|tejo,seyyathapi,seyyathāpi mahārāja puriso sukkhaṃ sākakaṭṭhaṃ ādāya aggiṃ abhinibbatteyya tejo pātukareyya athāparo puriso sukkhaṃ sālakaṭṭhaṃ ādāya aggiṃ abhinibbatteyya tejo pātukareyya athāparo puriso sukkhaṃ ambakaṭṭhaṃ ādāya aggiṃ abhinibbatteyya tejo pātukareyya athāparo puriso sukkhaṃ udumbarakaṭṭhaṃ ādāya ,娑羅木作火母 鑽攢生火 西方居士童子來 彼取乾栴檀木作火母 鑽攢生火 北方工師童子來 彼取乾鉢投摩木作火母 鑽攢生火 大王 於意云何 謂彼若干種
90,212,MN.90.c032,MA.212.49,TRUE_PAIR,1,3,0.1629,0.0,0.0978,164,29,0.9182,SEMANTIC_DRIFT,HIGH,1.0,2.5,1.781,0.2788,0.065,mannasi|maharaja|siya|tesam|kinci|bhante,,taṃ kiṃ maññasi mahārāja siyā nu kho tesaṃ aggīnaṃ nānādāruto abhinibbattānaṃ kiñci nānākaraṇaṃ acciyā vā acciṃ vaṇṇena vā vaṇṇaṃ ābhāya vā ābha nti no hetaṃ bhante,人持若干種木作火母 鑽攢生火 彼中或有人著燥草木 生烟 生
90,212,MN.90.c033,MA.212.55,TRUE_PAIR,1,3,0.2653,0.0455,0.1773,296,14,0.8848,OMISSION,HIGH,1.0,4.402,0.207,0.2788,0.065,evameva|maharaja|tejam|viriya|tattha|kinci|vadami|yadidam,,evameva kho mahārāja yaṃ taṃ tejaṃ vīriyā nimmathitaṃ padhānābhinibbattaṃ nāhaṃ tattha kiñci nānākaraṇaṃ vadāmi yadidaṃ vimuttiyā vimutti nti heturūpaṃ bhante bhagavā āha saheturūpaṃ bhante bhagavā āha kiṃ pana bhante atthi devā ti kiṃ pana tvaṃ mahārāja evaṃ vadesi kiṃ pana bhante atthi devā ti,世尊問曰 大王 何意問有天耶
90,212,MN.90.c034,MA.212.58,TRUE_PAIR,1,2,0.29,0.0,0.174,183,38,0.8596,OMISSION,HIGH,1.0,2.268,-0.173,0.2788,0.065,bhante|maharaja,,yadi vā te bhante devā āgantāro itthattaṃ yadi vā anāgantāro itthattaṃ ye te mahārāja devā sabyābajjhā te devā āgantāro itthattaṃ ye te devā abyābajjhā te devā anāgantāro itthatta nti,天諍 樂諍來此間者 沙門瞿曇必說彼天福勝 梵行勝 此天得自在退彼天 遣彼天也
90,212,MN.90.c035,MA.212.59,TRUE_PAIR,1,2,0.3139,0.0588,0.2118,204,59,0.8223,OMISSION,MEDIUM,1.0,1.79,-0.54,0.2788,0.065,vutte|bhagavantam|etadavoca|bhante|tamha,,evaṃ vutte viṭṭūbho senāpati bhagavantaṃ etadavoca ye te bhante devā sabyābajjhā āgantāro itthattaṃ te devā ye te devā abyābajjhā anāgantāro itthattaṃ te deve tamhā ṭhānā cāvessanti vā pabbājessanti vā ti,是時 尊者阿難在世尊後 執拂侍佛 於是 尊者阿難作是念 此鞞留羅大將是拘薩羅王波斯匿子 我是世尊子 今正是時 子子共論
90,212,MN.90.c036,MA.212.60,TRUE_PAIR,1,3,0.2725,0.0667,0.1902,164,34,0.7933,OMISSION,MEDIUM,0.8,2.27,0.097,0.2788,0.065,ayam|ranno|aham|bhagavato,ayasmato,atha kho āyasmato ānandassa etadahosi ayaṃ kho viṭaṭūbho senāpati rañño pasenadissa kosalassa putto ahaṃ bhagavato putto ayaṃ kho kālo yaṃ putto puttena manteyyā ti,於是 尊者阿難語鞞留羅大將曰 我欲問汝 隨所解答 大將 於意云何 拘
90,212,MN.90.c037,MA.212.61,TRUE_PAIR,1,3,0.1731,0.0,0.1038,139,41,0.8895,SEMANTIC_DRIFT,HIGH,1.0,1.761,1.625,0.2788,0.065,ayasma|anando|amantesi|tena|yatha|tatha,,atha kho āyasmā ānando viṭaṭūbhaṃ senāpatiṃ āmantesi tena hi senāpati taṃ yevettha paṭipucchissāmi yathā te khameyya tathā naṃ byākareyyāsi,薩羅王波斯匿所有境界 教令所及 拘薩羅王波斯匿福勝 梵行勝故 寧得自在退去 遣去耶
90,212,MN.90.c038,MA.212.62,TRUE_PAIR,1,3,0.2771,0.0,0.1663,305,53,0.8733,OMISSION,HIGH,1.0,2.525,0.026,0.2788,0.065,mannasi|yavata|ranno|yattha|raja|tattha|samanam|brahmanam,,taṃ kiṃ maññasi senāpati yāvatā rañño pasenadissa kosalassa vijitaṃ yattha ca rājā pasenadi kosalo issariyādhipaccaṃ rajjaṃ kāreti pahoti tattha rājā pasenadi kosalo samaṇaṃ vā brāhmaṇaṃ vā puññavantaṃ vā apuññavantaṃ vā brahmacariyavantaṃ vā abrahmacariyavantaṃ vā tamhā ṭhānā cāvetuṃ vā pabbājetuṃ ,鞞留羅大將答曰 沙門 若拘薩羅王波斯匿所有境界 教令所及 拘薩羅王波斯匿福勝 梵行勝故 得自在退去 遣去也
90,212,MN.90.c039,MA.212.63,TRUE_PAIR,1,2,0.3022,0.0,0.1813,284,51,0.8617,OMISSION,HIGH,1.0,2.477,-0.36,0.2788,0.065,yavata|ranno|yattha|raja|tattha|samanam|brahmanam|tamha,,yāvatā bho rañño pasenadissa kosalassa vijitaṃ yattha ca rājā pasenadi kosalo issariyādhipaccaṃ rajjaṃ kāreti pahoti tattha rājā pasenadi kosalo samaṇaṃ vā brāhmaṇaṃ vā puññavantaṃ vā apuññavantaṃ vā brahmacariyavantaṃ vā abrahmacariyavantaṃ vā tamhā ṭhānā cāvetuṃ vā pabbājetuṃ vā ti,大將 於意云何 若非拘薩羅王波斯匿境界 教令所不及 拘薩羅王波斯匿福勝 梵行勝故 意得自在退彼 遣彼耶
90,212,MN.90.c040,MA.212.64,TRUE_PAIR,1,2,0.3145,0.0,0.1887,309,54,0.8581,OMISSION,HIGH,1.0,2.517,-0.549,0.2788,0.065,mannasi|yavata|ranno|yattha|raja|tattha|samanam|brahmanam,,taṃ kiṃ maññasi senāpati yāvatā rañño pasenadissa kosalassa avijitaṃ yattha ca rājā pasenadi kosalo na issariyādhipaccaṃ rajjaṃ kāreti tattha pahoti rājā pasenadi kosalo samaṇaṃ vā brāhmaṇaṃ vā puññavantaṃ vā apuññavantaṃ vā brahmacariyavantaṃ vā abrahmacariyavantaṃ vā tamhā ṭhānā cāvetuṃ vā pabbāje,鞞留羅大將答曰 沙門 若非拘薩羅王波斯匿境界 教令所不及 拘薩羅王波斯匿福勝 梵行勝故 不得自在退彼 遣彼也
90,212,MN.90.c041,MA.212.68,TRUE_PAIR,1,3,0.26,0.0,0.156,291,47,0.8462,OMISSION,HIGH,0.875,2.63,0.289,0.2788,0.065,yavata|ranno|yattha|tattha|samanam|brahmanam|tamha,raja,yāvatā bho rañño pasenadissa kosalassa avijitaṃ yattha ca rājā pasenadi kosalo na issariyādhipaccaṃ rajjaṃ kāreti na tattha pahoti rājā pasenadi kosalo samaṇaṃ vā brāhmaṇaṃ vā puññavantaṃ vā apuññavantaṃ vā brahmacariyavantaṃ vā abrahmacariyavantaṃ vā tamhā ṭhānā cāvetuṃ vā pabbājetuṃ vā ti,鞞留羅大將答曰 沙門 拘薩羅王波斯匿尚不能得見三十三天 況復退遣耶 退遣彼三十三天者 終無是處
90,212,MN.90.c042,MA.212.69,TRUE_PAIR,1,2,0.2845,0.0,0.1707,252,56,0.6585,OMISSION,MEDIUM,0.3333,2.17,-0.088,0.2788,0.065,tamha,mannasi|raja,taṃ kiṃ maññasi senāpati sutā te devā tāvatiṃsā ti evaṃ bho sutā me devā tāvatiṃsā idhāpi bhotā raññā pasenadinā kosalena sutā devā tāvatiṃsā ti taṃ kiṃ maññasi senāpati pahoti rājā pasenadi kosalo deve tāvatiṃse tamhā ṭhānā cāvetuṃ vā pabbājetuṃ vā ti,如是 大將 若有天無諍 不樂諍不來此間者 此天福勝 梵行勝 若有此天諍 樂諍來此間者 此天於彼天尚不能得見 況復
90,212,MN.90.c043,MA.212.71,TRUE_PAIR,1,3,0.2001,0.0,0.1201,315,23,0.82,OMISSION,HIGH,0.6667,3.776,1.21,0.2788,0.065,tamha|evameva,raja,dassanampi bho rājā pasenadi kosalo deve tāvatiṃse nappahoti kuto pana tamhā ṭhānā cāvessati vā pabbājessati vā ti evameva kho senāpati ye te devā sabyābajjhā āgantāro itthattaṃ te devā ye te devā abyābajjhā anāgantāro itthattaṃ te deve dassanāyapi nappahonti kuto pana tamhā ṭhānā cāvessanti vā pabb,於是 拘薩羅王波斯匿問曰 瞿曇 此沙門名何等耶
90,212,MN.90.c044,MA.212.72,TRUE_PAIR,1,2,0.3221,0.2105,0.2775,245,19,0.7291,OMISSION,MEDIUM,0.6667,3.689,-0.666,0.2788,0.065,bhagavantam|etadavoca|ayam|bhante|bhikkhu|anando|maharaja|ayasma,raja|nama|vata|atthi,atha kho rājā pasenadi kosalo bhagavantaṃ etadavoca konāmo ayaṃ bhante bhikkhū ti ānando nāma mahārājā ti ānando vata bho ānandarūpo vata bho heturūpaṃ bhante āyasmā ānando āha saheturūpaṃ bhante āyasmā ānando āha kiṃ pana bhante atthi brahmā ti,世尊答曰 大王 此比丘名阿難 是我侍者
90,212,MN.90.c045,MA.212.76,TRUE_PAIR,1,2,0.3403,0.0,0.2042,255,29,0.8639,OMISSION,HIGH,1.0,3.136,-0.946,0.2788,0.065,tvam|maharaja|vadesi|bhante|atthi,,kiṃ pana tvaṃ mahārāja evaṃ vadesi kiṃ pana bhante atthi brahmā ti yadi vā so bhante brahmā āgantā itthattaṃ yadi vā anāgantā itthatta nti yo so mahārāja brahmā sabyābajjho so brahmā āgantā itthattaṃ yo so brahmā abyābajjho so brahmā anāgantā itthatta nti,世尊問曰 大王 何意問有梵耶 大王 若我施設有梵 彼梵清淨
90,212,MN.90.c046,MA.212.77,TRUE_PAIR,1,3,0.2258,0.0,0.1355,272,58,0.884,OMISSION,HIGH,1.0,2.229,0.814,0.2788,0.065,puriso|etadavoca|maharaja|brahmano|raja|brahmanam|brahmana|imam,,atha kho aññataro puriso rājānaṃ pasenadiṃ kosalaṃ etadavoca sañjayo mahārāja brāhmaṇo ākāsagotto āgato ti atha kho rājā pasenadi kosalo sañjayaṃ brāhmaṇaṃ ākāsagottaṃ etadavoca ko nu kho brāhmaṇa imaṃ kathāvatthuṃ rājantepure abbhudāhāsī ti viṭaṭūbho mahārāja senāpatī ti,世尊與拘薩羅王波斯匿於其中間論此事時 彼使人將想年少吉祥子來還 詣拘薩羅王波斯匿所 白曰 天王 想年少吉祥子已來在此
90,212,MN.90.c047,MA.212.78,TRUE_PAIR,1,3,0.1697,0.0,0.1018,148,69,0.7488,SEMANTIC_DRIFT,HIGH,0.6,1.101,1.677,0.2788,0.065,brahmano|puriso|etadavoca,evamaha|maharaja,viṭaṭūbho senāpati evamāha sañjayo mahārāja brāhmaṇo ākāsagotto ti atha kho aññataro puriso rājānaṃ pasenadiṃ kosalaṃ etadavoca yānakālo mahārājā ti,拘薩羅王波斯匿聞已 問想年少吉祥子曰 前日王共大眾會坐 誰最前說沙門瞿曇如是說 本無 當不有 今現亦無 若有餘沙門 梵志一切知 一切見 耶
90,212,MN.90.c048,MA.212.81,TRUE_PAIR,1,3,0.2454,0.0,0.1472,188,50,0.8055,OMISSION,HIGH,0.8,1.911,0.513,0.2788,0.065,bhagavantam|etadavoca|mayam|bhante|bhagava|ceva|tena|attamana,raja|tanca,atha kho rājā pasenadi kosalo bhagavantaṃ etadavoca sabbaññutaṃ mayaṃ bhante bhagavantaṃ apucchimhā sabbaññutaṃ bhagavā byākāsi tañca panamhākaṃ ruccati ceva khamati ca tena camhā attamanā,如是彼二人更互共諍此論 於其中間彼御者即便嚴駕 至拘薩羅王波斯匿所 白曰 天王 嚴駕已至 天王當知時
90,212,MN.90.c049,MA.212.82,TRUE_PAIR,1,2,0.3797,0.125,0.2778,277,123,0.7622,SEMANTIC_DRIFT,MEDIUM,1.0,1.171,-1.552,0.2788,0.065,mayam|bhante|bhagavantam|bhagava|tanca|ceva|tena|attamana,,cātuvaṇṇisuddhiṃ mayaṃ bhante bhagavantaṃ apucchimhā cātuvaṇṇisuddhiṃ bhagavā byākāsi tañca panamhākaṃ ruccati ceva khamati ca tena camhā attamanā adhideve mayaṃ bhante bhagavantaṃ apucchimhā adhideve bhagavā byākāsi tañca panamhākaṃ ruccati ceva khamati ca tena camhā attamanā,拘薩羅王波斯匿聞已 白世尊曰 我問瞿曇一切知事 沙門瞿曇答我一切知事 我問沙門瞿曇四種清淨 沙門瞿曇答我四種清淨 我問沙門瞿曇所得 沙門瞿曇答我所得 我問沙門瞿曇有梵 沙門瞿曇答我有梵 若我更問餘事者 沙門瞿曇必答我餘事 瞿曇 我今多事 欲還請辭
90,212,MN.90.c050,MA.212.84,TRUE_PAIR,1,2,0.2908,0.1176,0.2216,271,30,0.8602,OMISSION,MEDIUM,1.0,3.175,-0.185,0.2788,0.065,mayam|bhante|bhagavantam|bhagava|tanca|ceva|tena|attamana,,adhibrahmānaṃ mayaṃ bhante bhagavantaṃ apucchimhā adhibrahmānaṃ bhagavā byākāsi tañca panamhākaṃ ruccati ceva khamati ca tena camhā attamanā yaṃ yadeva ca mayaṃ bhagavantaṃ apucchimhā taṃ tadeva bhagavā byākāsi tañca panamhākaṃ ruccati ceva khamati ca tena camhā attamanā,拘薩羅王波斯匿聞世尊所說 善受持誦 即從座起 繞世尊三匝而去
90,212,MN.90.c051,MA.212.85,TRUE_PAIR,1,2,0.3344,0.0,0.2006,245,32,0.7891,OMISSION,HIGH,0.75,2.937,-0.855,0.2788,0.065,mayam|bhante|tvam|maharaja|bhagavato|utthayasana|bhagavantam|abhivadetva,mannasi|raja|bhasitam,handa ca dāni mayaṃ bhante gacchāma bahukiccā mayaṃ bahukaraṇīyā ti yassadāni tvaṃ mahārāja kālaṃ maññasī ti atha kho rājā pasenadi kosalo bhagavato bhāsitaṃ abhinanditvā anumoditvā uṭṭhāyāsanā bhagavantaṃ abhivādetvā padakkhiṇaṃ katvā pakkāmīti,佛說如是 拘薩羅王波斯匿 尊者阿難及一切大眾 聞佛所說 歡喜奉行
91,161,MN.91.c001,MA.161.1,TRUE_PAIR,1,2,0.375,0.0571,0.2479,386,21,0.8386,OMISSION,MEDIUM,1.0,4.2,-0.779,0.3072,0.0871,ekam|bhagava|saddhim|tena|samayena|brahmano,,evaṃ me sutaṃ ekaṃ samayaṃ bhagavā videhesu cārikaṃ carati mahatā bhikkhusaṅghena saddhiṃ pañcamattehi bhikkhusatehi tena kho pana samayena brahmāyu brāhmaṇo mithilāyaṃ paṭivasati jiṇṇo vuḍḍho mahallako addhagato vayoanuppatto vīsavassasatiko jātiyā tiṇṇaṃ vedānaṃ pāragū sanighaṇḍukeṭubhānaṃ sākkhar,我聞如是 一時 佛遊鞞陀提國 與大比丘眾俱
91,161,MN.91.c002,MA.161.2,TRUE_PAIR,1,3,0.2016,0.0,0.1209,165,42,0.8852,OMISSION,HIGH,1.0,1.974,1.212,0.3072,0.0871,brahmano|samano|gotamo|pabbajito|saddhim,,assosi kho brahmāyu brāhmaṇo samaṇo khalu bho gotamo sakyaputto sakyakulā pabbajito videhesu cārikaṃ carati mahatā bhikkhusaṅghena saddhiṃ pañcamattehi bhikkhusatehi,爾時 彌薩羅有梵志 名曰梵摩 極大富樂 資財無量 畜牧產業不可稱計 封戶食邑種種具足
91,161,MN.91.c003,MA.161.3,TRUE_PAIR,1,2,0.3013,0.0,0.1808,207,77,0.777,SEMANTIC_DRIFT,HIGH,0.8333,1.427,0.067,0.3072,0.0871,itipi|bhagava|sammasambuddho|sugato|sattha,araham,taṃ kho pana bhavantaṃ gotamaṃ evaṃ kalyāṇo kittisaddo abbhuggato itipi so bhagavā arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavāti,食豐 彌薩羅乃至水草木 謂摩竭陀王未生怨鞞陀提子特與梵封 梵志梵摩有一摩納 名優多羅 為父母所舉 受生清淨 乃至七世父母不絕種族 生生無惡 博聞總持 誦過
