MN_No,MA_No,Pali_Chunk_ID,Han_Seg_ID,Mapping_Quality,Han_Fanout,Confidence_Tier,Emb_Sim_Combined,Lex_Overlap,Hyb_Similarity,P_Char_Len,H_Char_Len,Div_Score,Div_Type,Div_Confidence,Missing_Term_Score,Len_Asymmetry,Emb_Z,Sutta_Emb_Mean,Sutta_Emb_Std,Missing_Terms,Present_Terms,Pali_Text,Han_Text
127,79,MN.127.c021,MA.79.18,TRUE_PAIR,1,3,0.1381,0.0,0.0829,208,27,0.9429,SEMANTIC_DRIFT,HIGH,1.0,2.946,1.761,0.2464,0.0615,hoti|gahapati|tato|seyyathapi|puriso|tani|tamha,,hoti kho so gahapati samayo yā tā devatā tato vipakkamanti tāsaṃ tato vipakkamantīnaṃ vaṇṇanānattañceva paññāyati ābhānānattañca seyyathāpi gahapati puriso tāni sambahulāni telappadīpāni tamhā gharā nīhareyya,尊者阿那律陀告曰 財主 汝前問此事 汝先自答 我當後答
82,132,MN.82.c055,MA.132.50,TRUE_PAIR,1,3,0.1138,0.0,0.0683,144,23,0.9427,OMISSION,HIGH,1.0,2.646,1.489,0.2141,0.0674,ayasma|yena|upasankamitva,,atha kho āyasmā raṭṭhapālo pubbaṇhasamayaṃ nivāsetvā pattacīvaramādāya yena sakapitu nivesanaṃ tenupasaṅkami upasaṅkamitvā paññatte āsane nisīdi,此欺愚癡人 不誑度彼岸 以眾好綵色 莊嚴臭穢身
87,216,MN.87.c030,MA.216.18,TRUE_PAIR,1,3,0.1438,0.0,0.0863,268,5,0.9425,OMISSION,HIGH,1.0,5.744,0.56,0.1838,0.0715,mannasi|maharaja|siya,,taṃ kiṃ maññasi mahārāja vāsabhāya te khattiyāya vipariṇāmaññathābhāvā uppajjeyyuṃ sokaparidevadukkhadomanassupāyāsā ti vāsabhāya me mallike khattiyāya vipariṇāmaññathābhāvā jīvitassapi siyā aññathattaṃ kiṃ pana me na uppajjissanti sokaparidevadukkhadomanassupāyāsā ti,答曰 實愛
38,201,MN.38.c091,MA.201.119,TRUE_PAIR,1,3,0.1439,0.0,0.0863,272,31,0.9424,SEMANTIC_DRIFT,HIGH,1.0,3.133,1.765,0.274,0.0737,pahaya|pativirato|hoti|vacam,,samphappalāpaṃ pahāya samphappalāpā paṭivirato hoti kālavādī bhūtavādī atthavādī dhammavādī vinayavādī nidhānavatiṃ vācaṃ bhāsitā kālena sāpadesaṃ pariyantavatiṃ atthasaṃhitaṃ so bījagāmabhūtagāmasamārambhā paṭivirato hoti ekabhattiko hoti rattūparato virato vikālabhojanā,世尊歎曰 善哉 善哉 若汝等如是知 如是見 汝等頗故殺父母 害
56,133,MN.56.c021,MA.133.38,TRUE_PAIR,1,3,0.143,0.0,0.0858,198,25,0.9423,SEMANTIC_DRIFT,HIGH,1.0,2.986,1.749,0.2537,0.0633,yatha|byakatam,,yathā taṃ sutavatā sāvakena sammadeva satthusāsanaṃ ājānantena evamevaṃ bhadantena tapassinā samaṇassa gotamassa byākataṃ kiñhi sobhati chavo manodaṇḍo imassa evaṃ oḷārikassa kāyadaṇḍassa upanidhāya,長苦行尼揵答曰 居士 我已再三審定沙門瞿曇如此事也
87,216,MN.87.c036,MA.216.27,TRUE_PAIR,1,3,0.1219,0.0,0.0732,204,31,0.9418,OMISSION,HIGH,1.0,2.718,0.866,0.1838,0.0715,mannasi|maharaja,,kāsikosalānaṃ mallike ānubhāvena kāsikacandanaṃ paccanubhoma mālāgandhavilepanaṃ dhāremā ti taṃ kiṃ maññasi mahārāja kāsikosalānaṃ te vipariṇāmaññathābhāvā uppajjeyyuṃ sokaparidevadukkhadomanassupāyāsā ti,末利白曰 以此事故 知愛生時 便生愁慼 啼哭 憂苦 煩惋 懊惱
99,152,MN.99.c007,MA.152.11,TRUE_PAIR,1,3,0.1461,0.0,0.0876,519,9,0.9416,SEMANTIC_DRIFT,HIGH,1.0,5.85,1.782,0.2631,0.0657,idha|gotamo|aham|atthi|hoti,,idha bhavaṃ gotamo kimāhā ti etthāpi kho ahaṃ māṇava vibhajjavādo nāhamettha ekaṃsavādo atthi māṇava kammaṭṭhānaṃ mahaṭṭhaṃ mahākiccaṃ mahādhikaraṇaṃ mahāsamārambhaṃ vipajjamānaṃ appaphalaṃ hoti atthi māṇava kammaṭṭhānaṃ mahaṭṭhaṃ mahākiccaṃ mahādhikaraṇaṃ mahāsamārambhaṃ sampajjamānaṃ mahapphalaṃ h,世尊告曰 此事不定
130,64,MN.130.c033,MA.64.23,TRUE_PAIR,1,3,0.1469,0.0,0.0881,205,23,0.9412,OMISSION,HIGH,1.0,3.156,1.473,0.2341,0.0592,tamenam|raja|evamaha|ambho|purisa|tvam|bhante,,tamenaṃ bhikkhave yamo rājā evamāha ambho purisa na tvaṃ addasa manussesu itthiṃ vā purisaṃ vā ekāhamataṃ vā dvīhamataṃ vā tīhamataṃ vā uddhumātakaṃ vinīlakaṃ vipubbakajāta nti so evamāha addasaṃ bhante ti,地獄內鐵地 熾燃鐵火布 深無量由延 乃至地底住
108,145,MN.108.c048,MA.145.61,TRUE_PAIR,1,3,0.147,0.0,0.0882,212,20,0.9412,SEMANTIC_DRIFT,HIGH,1.0,3.406,1.533,0.2717,0.0814,idha|brahmana|ekacco|cetasa|viharati|nissaranam|yathabhutam|antaram,,idha brāhmaṇa ekacco kāmarāgapariyuṭṭhitena cetasā viharati kāmarāgaparetena uppannassa ca kāmarāgassa nissaraṇaṃ yathābhūtaṃ nappajānāti so kāmarāgaṃyeva antaraṃ karitvā jhāyati pajjhāyati nijjhāyati apajjhāyati,尊者阿難答曰 目揵連 汝便可問 我聞當思
81,63,MN.81.c056,MA.63.41,TRUE_PAIR,1,3,0.1073,0.0,0.0644,204,36,0.9405,SEMANTIC_DRIFT,HIGH,1.0,2.503,2.003,0.2837,0.0881,maharaja|pitisukham|nama|tena|samayena,,atha kho mahārāja ghaṭikāraṃ kumbhakāraṃ aḍḍhamāsaṃ pītisukhaṃ na vijahati sattāhaṃ mātāpitūnaṃ ekamidāhaṃ mahārāja samayaṃ tattheva vegaḷiṅge nāma gāmanigame viharāmi tena kho pana samayena kuṭi ovassati,加趺坐 息心靜默 至于七日 於十五日中而得歡樂 其家父母於七日中亦得歡樂
97,27,MN.97.c027,MA.27.18,TRUE_PAIR,1,3,0.1488,0.0,0.0893,150,11,0.9405,SEMANTIC_DRIFT,HIGH,1.0,3.769,1.62,0.2466,0.0603,mannasi|dhananjani|hetu|assa|tamenam,,taṃ kiṃ maññasi dhanañjāni idhekacco devatānaṃ hetu adhammacārī visamacārī assa tamenaṃ adhammacariyāvisamacariyāhetu nirayaṃ nirayapālā upakaḍḍheyyuṃ,恃梵志 居士 欺誑於王
87,216,MN.87.c032,MA.216.21,TRUE_PAIR,1,3,0.149,0.0,0.0894,276,25,0.9404,OMISSION,HIGH,1.0,3.465,0.487,0.1838,0.0715,mannasi|maharaja|siya,,taṃ kiṃ maññasi mahārāja viṭaṭūbhassa te senāpatissa vipariṇāmaññathābhāvā uppajjeyyuṃ sokaparidevadukkhadomanassupāyāsā ti viṭaṭūbhassa me mallike senāpatissa vipariṇāmaññathābhāvā jīvitassapi siyā aññathattaṃ kiṃ pana me na uppajjissanti sokaparidevadukkhadomanassupāyāsā ti,陀利象 愛婆夷利童女 愛雨日蓋 愛加尸及拘薩羅國耶
43,211,MN.43.c027,MA.211.47,TRUE_PAIR,1,3,0.1494,0.0,0.0896,279,15,0.9402,OMISSION,HIGH,1.0,4.217,1.395,0.2487,0.0712,avuso|paticca|seyyathidam|panavuso,,imāni kho āvuso pañcindriyāni kiṃ paṭicca tiṭṭhantī ti pañcimāni āvuso indriyāni seyyathidaṃ cakkhundriyaṃ sotindriyaṃ ghānindriyaṃ jivhindriyaṃ kāyindriyaṃ imāni kho āvuso pañcindriyāni āyuṃ paṭicca tiṭṭhantī ti āyu panāvuso kiṃ paṭicca tiṭṭhatī ti āyu usmaṃ paṭicca tiṭṭhatī ti,復問曰 賢者拘絺羅 滅者有何對
82,132,MN.82.c100,MA.132.108,TRUE_PAIR,1,3,0.15,0.0,0.09,259,6,0.94,OMISSION,HIGH,1.0,5.432,0.952,0.2141,0.0674,etarahi|pancahi|evameva|imam|aham,,yathāhaṃ bho raṭṭhapāla etarahi pañcahi kāmaguṇehi samappito samaṅgībhūto paricāremi nāhaṃ lacchāmi paratthāpi evameva imeheva pañcahi kāmaguṇehi samappito samaṅgībhūto paricāremī ti atha kho aññe imaṃ bhogaṃ paṭipajjissanti ahaṃ pana yathākammaṃ gamissāmī ti,者 我必取之
125,198,MN.125.c033,MA.198.27,TRUE_PAIR,1,3,0.1217,0.0,0.073,169,27,0.9395,SEMANTIC_DRIFT,HIGH,1.0,2.646,1.539,0.2428,0.0787,yato|hoti|tamenam,,yato kho aggivessana āraññako nāgo hatthidamakassa ādānanikkhepe vacanakaro hoti ovādappaṭikaro tamenaṃ hatthidamako uttari kāraṇaṃ kāreti abhikkama bho paṭikkama bho ti,耳 牙 及縛其鼻 使人捉鉤 騎其頭上 令眾多人持刀 楯
38,201,MN.38.c104,MA.201.140,TRUE_PAIR,1,3,0.1024,0.1,0.1014,213,10,0.939,SEMANTIC_DRIFT,HIGH,1.0,4.413,2.327,0.274,0.0737,puna|caparam|bhikkhu|vitakkavicaranam|vupasama|ajjhattam|sampasadanam|cetaso,,puna caparaṃ bhikkhave bhikkhu vitakkavicārānaṃ vūpasamā ajjhattaṃ sampasādanaṃ cetaso ekodibhāvaṃ avitakkaṃ avicāraṃ samādhijaṃ pītisukhaṃ dutiyaṃ jhānaṃ pe tatiyaṃ jhānaṃ pe catutthaṃ jhānaṃ upasampajja viharati,比丘答曰 如是 世尊
130,64,MN.130.c032,MA.64.22,TRUE_PAIR,1,3,0.1527,0.0,0.0916,252,23,0.9389,OMISSION,HIGH,1.0,3.454,1.375,0.2341,0.0592,tamenam|raja|catuttham|ambho|purisa|tvam|evamaha|bhante,,tamenaṃ bhikkhave yamo rājā catutthaṃ devadūtaṃ samanuyuñjitvā samanugāhitvā samanubhāsitvā pañcamaṃ devadūtaṃ samanuyuñjati samanugāhati samanubhāsati ambho purisa na tvaṃ addasa manussesu pañcamaṃ devadūtaṃ pātubhūta nti so evamāha nāddasaṃ bhante ti,四柱有四門 壁方十二楞 以鐵為垣墻 其上鐵覆蓋
43,211,MN.43.c025,MA.211.44,TRUE_PAIR,1,3,0.1048,0.0,0.0629,171,32,0.9387,SEMANTIC_DRIFT,HIGH,1.0,2.418,2.022,0.2487,0.0712,avuso|seyyathidam,,pañcimāni āvuso indriyāni nānāvisayāni nānāgocarāni na aññamaññassa gocaravisayaṃ paccanubhonti seyyathidaṃ cakkhundriyaṃ sotindriyaṃ ghānindriyaṃ jivhindriyaṃ kāyindriyaṃ,復問曰 賢者拘絺羅 覺 想 思 此三法為合為別 此三法可別施設耶
128,72,MN.128.c034,MA.72.59,TRUE_PAIR,1,3,0.1535,0.0,0.0921,279,23,0.9386,OMISSION,HIGH,1.0,3.601,1.274,0.2418,0.0694,seyyathapi|anuruddha|puriso|tassa|tatonidanam|evameva|samadhi,,seyyathāpi anuruddhā puriso addhānamaggappaṭipanno tassa ubhatopasse vaṭṭakā uppateyyuṃ tassa tatonidānaṃ chambhitattaṃ uppajjeyya evameva kho me anuruddhā chambhitattaṃ udapādi chambhitattādhikaraṇañca pana me samādhi cavi samādhimhi cute obhāso antaradhāyati dassanañca rūpānaṃ,獨行莫為惡 如象獨在野 獨行為善勝 勿與惡共會
135,170,MN.135.c008,MA.170.10,TRUE_PAIR,1,3,0.1535,0.0,0.0921,289,5,0.9386,OMISSION,HIGH,1.0,5.853,1.136,0.2245,0.0625,patipada|yadidam|hoti|idha|ekacco|puriso|pahaya|pativirato,,appāyukasaṃvattanikā esā māṇava paṭipadā yadidaṃ pāṇātipātī hoti luddo lohitapāṇi hatapahate niviṭṭho adayāpanno pāṇabhūtesu idha pana māṇava ekacco itthī vā puriso vā pāṇātipātaṃ pahāya pāṇātipātā paṭivirato hoti nihitadaṇḍo nihitasattho lajjī dayāpanno sabbapāṇabhūtahitānukampī viharati,答曰 見也
54,203,MN.54.c032,MA.203.31,TRUE_PAIR,1,3,0.154,0.0,0.0924,255,29,0.9384,OMISSION,HIGH,1.0,3.136,1.122,0.2343,0.0716,ahanceva|assam|kayassa|bheda|param|marana|etam|yadidam,,ahañceva kho pana kodhūpāyāsī assaṃ attāpi maṃ upavadeyya kodhūpāyāsapaccayā anuviccāpi maṃ viññū garaheyyuṃ kodhūpāyāsapaccayā kāyassa bhedā paraṃ maraṇā duggati pāṭikaṅkhā kodhūpāyāsapaccayā etadeva kho pana saṃyojanaṃ etaṃ nīvaraṇaṃ yadidaṃ kodhūpāyāso,於居士意云何 若此烏鵄能速捨此小肉臠者 餘烏鵄鳥當復競逐耶
27,146,MN.27.c041,MA.146.31,TRUE_PAIR,1,3,0.1385,0.0,0.0831,190,27,0.9384,SEMANTIC_DRIFT,HIGH,1.0,2.815,1.589,0.2646,0.0793,papaka|akusala|dhamma|tassa,,yatvādhikaraṇamenaṃ cakkhundriyaṃ asaṃvutaṃ viharantaṃ abhijjhādomanassā pāpakā akusalā dhammā anvāssaveyyuṃ tassa saṃvarāya paṭipajjati rakkhati cakkhundriyaṃ cakkhundriye saṃvaraṃ āpajjati,舞 倡妓及往觀聽 斷歌舞 倡妓及往觀聽 彼於歌舞 倡妓
133,165,MN.133.c026,MA.165.29,TRUE_PAIR,1,3,0.1532,0.0,0.0919,174,22,0.9382,OMISSION,HIGH,1.0,2.984,1.467,0.242,0.0605,ahosi|tattha|hoti|tadabhinandati|tadabhinandanto|atitam|anvagameti,,iti me cakkhu ahosi atītamaddhānaṃ iti rūpāti tattha chandarāgappaṭibaddhaṃ hoti viññāṇaṃ chandarāgappaṭibaddhattā viññāṇassa tadabhinandati tadabhinandanto atītaṃ anvāgameti,學聖人行 孰知愁於死 我要不會彼 大苦災患終
54,203,MN.54.c055,MA.203.48,TRUE_PAIR,1,3,0.1239,0.0,0.0743,229,37,0.9381,SEMANTIC_DRIFT,HIGH,1.0,2.63,1.542,0.2343,0.0716,ajjhogahetva|tassa|evamassa|ayam|natthi,,so taṃ vanasaṇḍaṃ ajjhogāhetvā taṃ rukkhaṃ passeyya sampannaphalañca upapannaphalañca tassa evamassa ayaṃ kho rukkho sampannaphalo ca upapannaphalo ca natthi ca kānici phalāni bhūmiyaṃ patitāni jānāmi kho panāhaṃ rukkhaṃ ārohituṃ,緣樹 我今寧可上此樹耶 念已便上 復有一人來 飢餓羸乏 欲得食果 持極利斧
87,216,MN.87.c001,MA.216.1,TRUE_PAIR,1,3,0.0622,0.0,0.0373,238,21,0.9376,SEMANTIC_DRIFT,HIGH,0.875,3.503,1.701,0.1838,0.0715,ekam|bhagava|viharati|tena|samayena|hoti|tassa,neva,evaṃ me sutaṃ ekaṃ samayaṃ bhagavā sāvatthiyaṃ viharati jetavane anāthapiṇḍikassa ārāme tena kho pana samayena aññatarassa gahapatissa ekaputtako piyo manāpo kālaṅkato hoti tassa kālaṃkiriyāya neva kammantā paṭibhanti na bhattaṃ paṭibhāti,我聞如是 一時 佛遊舍衛國 在勝林給孤獨園
108,145,MN.108.c036,MA.145.42,TRUE_PAIR,1,3,0.1559,0.0,0.0936,243,21,0.9376,OMISSION,HIGH,1.0,3.532,1.424,0.2717,0.0814,anekepi|evamnamo|evamgotto|evamvanno|evamaharo|evamsukhadukkhappatisamvedi|evamayupariyanto|tato,,jātisatasahassampi anekepi saṃvaṭṭakappe anekepi vivaṭṭakappe anekepi saṃvaṭṭavivaṭṭakappe amutrāsiṃ evaṃnāmo evaṃgotto evaṃvaṇṇo evamāhāro evaṃsukhadukkhappaṭisaṃvedī evamāyupariyanto so tato cuto amutra udapādiṃ tatrāpāsiṃ evaṃnāmo evaṃgotto,尊者阿難答曰 我今遊行此王舍城竹林加蘭哆園
66,192,MN.66.c042,MA.192.31,TRUE_PAIR,1,3,0.156,0.0,0.0936,252,6,0.9376,SEMANTIC_DRIFT,HIGH,1.0,5.392,1.847,0.2709,0.0622,ekacco|puggalo|patipanno|hoti|tamenam,,idhudāyi ekacco puggalo upadhipahānāya paṭipanno hoti upadhipaṭinissaggāya tamenaṃ upadhipahānāya paṭipannaṃ upadhipaṭinissaggāya upadhipaṭisaṃyuttā sarasaṅkappā samudācaranti so te adhivāseti nappajahati na vinodeti na byantīkaroti na anabhāvaṃ gameti,絕 不得解脫
13,99,MN.13.c046,MA.99.31,TRUE_PAIR,1,3,0.1567,0.0,0.094,240,28,0.9373,OMISSION,HIGH,1.0,3.1,0.649,0.2187,0.0955,puna|caparam|tameva,,puna caparaṃ bhikkhave tameva bhaginiṃ passeyya sarīraṃ sivathikāya chaḍḍitaṃ aṭṭhikasaṅkhalikaṃ samaṃsalohitaṃ nhārusambandhaṃ aṭṭhikasaṅkhalikaṃ nimaṃsalohitamakkhitaṃ nhārusambandhaṃ aṭṭhikasaṅkhalikaṃ apagatamaṃsalohitaṃ nhārusambandhaṃ,復次 若見彼姝息道 骨節解散 散在諸方 足骨 答曰 如是
54,203,MN.54.c012,MA.203.15,TRUE_PAIR,1,3,0.1578,0.0,0.0947,228,5,0.9369,OMISSION,HIGH,1.0,5.511,1.069,0.2343,0.0716,tena|gahapati|bhante|bhagavato|bhagava|etadavoca|nissaya|pahatabbo,,tena hi gahapati suṇāhi sādhukaṃ manasi karohi bhāsissāmī ti evaṃ bhante ti kho potaliyo gahapati bhagavato paccassosi bhagavā etadavoca apāṇātipātaṃ nissāya pāṇātipāto pahātabbo ti iti kho panetaṃ vuttaṃ kiñcetaṃ paṭicca vuttaṃ,支斷俗事也
38,201,MN.38.c085,MA.201.112,TRUE_PAIR,1,3,0.1587,0.0,0.0952,212,6,0.9365,SEMANTIC_DRIFT,HIGH,1.0,5.143,1.564,0.274,0.0737,tena|samannagato|patisancikkhati|brahmacariyam,,so tena saddhāpaṭilābhena samannāgato iti paṭisañcikkhati sambādho gharāvāso rajāpatho abbhokāso pabbajjā nayidaṃ sukaraṃ agāraṃ ajjhāvasatā ekantaparipuṇṇaṃ ekantaparisuddhaṃ saṅkhalikhitaṃ brahmacariyaṃ carituṃ,此淳大苦陰滅
127,79,MN.127.c017,MA.79.14,TRUE_PAIR,1,3,0.1592,0.0,0.0955,295,21,0.9363,OMISSION,HIGH,1.0,3.812,1.418,0.2464,0.0615,kayassa|bheda|param|marana|idha|gahapati|ekacco|pharitva,,so kāyassa bhedā paraṃ maraṇā parittābhānaṃ devānaṃ sahabyataṃ upapajjati idha pana gahapati ekacco appamāṇābhā ti pharitvā adhimuccitvā viharati so kāyassa bhedā paraṃ maraṇā appamāṇābhānaṃ devānaṃ sahabyataṃ upapajjati idha pana gahapati ekacco saṃkiliṭṭhābhā ti pharitvā adhimuccitvā viharati,尊者阿那律陀告曰 財主 隨汝所問 聞已當思
93,151,MN.93.c056,MA.151.66,TRUE_PAIR,1,3,0.1592,0.0,0.0955,274,33,0.9363,OMISSION,HIGH,1.0,3.054,1.057,0.237,0.0737,satta|yatha|tatha|ceva|hoti,,atha kho assalāyana satta brāhmaṇisayo asitaṃ devalaṃ isiṃ abhisapiṃsu bhasmā vasala hohi bhasmā vasala hohī ti yathā yathā kho assalāyana satta brāhmaṇisayo asitaṃ devalaṃ isiṃ abhisapiṃsu tathā tathā asito devalo isi abhirūpataro ceva hoti dassanīyataro ca pāsādikataro ca,世尊復問曰 摩納 復有一梵志作齋行施 彼有四兒 二好學問 然不精進
22,200,MN.22.c051,MA.200.32,TRUE_PAIR,1,3,0.1598,0.0,0.0959,240,9,0.9361,OMISSION,HIGH,1.0,4.737,1.44,0.259,0.0689,tassa|evamassa|ayam|nissaya|sotthina|param|imam|yena,,tassa purisassa uttiṇṇassa pāraṅgatassa evamassa bahukāro kho me ayaṃ kullo imāhaṃ kullaṃ nissāya hatthehi ca pādehi ca vāyamamāno sotthinā pāraṃ uttiṇṇo yaṃnūnāhaṃ imaṃ kullaṃ sīse vā āropetvā khandhe vā uccāretvā yena kāmaṃ pakkameyya nti,竟 能為栰有所益耶
5,87,MN.5.c058,MA.87.41,TRUE_PAIR,1,3,0.1597,0.0,0.0958,298,16,0.9361,OMISSION,HIGH,1.0,4.219,0.804,0.2134,0.0668,evameva|avuso|papaka|akusala|ceva|hoti|sakkaronti|garum,,evameva kho āvuso yassa kassaci bhikkhuno ime pāpakā akusalā icchāvacarā appahīnā dissanti ceva sūyanti ca kiñcāpi so hoti āraññiko pantasenāsano piṇḍapātiko sapadānacārī paṃsukūliko lūkhacīvaradharo atha kho naṃ sabrahmacārī na ceva sakkaronti na garuṃ karonti na mānenti na pūjenti taṃ kissa hetu,梨子 我今欲為此事說喻 聽我說耶
89,213,MN.89.c011,MA.213.9,TRUE_PAIR,1,3,0.1603,0.0,0.0962,227,13,0.9359,SEMANTIC_DRIFT,HIGH,1.0,4.126,1.95,0.292,0.0676,raja|yena|nama|tena|teneva,,atha kho rājā pasenadi kosalo bhadraṃ yānaṃ abhiruhitvā bhadrehi bhadrehi yānehi nagarakamhā yena medāḷupaṃ nāma sakyānaṃ nigamo tena pāyāsi teneva divasāvasesena medāḷupaṃ nāma sakyānaṃ nigamaṃ sampāpuṇi yena ārāmo tena pāyāsi,外 往至釋家都邑 名彌婁離
143,28,MN.143.c021,MA.28.30,TRUE_PAIR,1,3,0.1205,0.0,0.0723,160,28,0.9356,SEMANTIC_DRIFT,HIGH,1.0,2.515,1.983,0.28,0.0805,gahapati|sikkhitabbam|upadiyissami|bhavissati|evanhi,,tasmātiha te gahapati evaṃ sikkhitabbaṃ na cakkhusamphassaṃ upādiyissāmi na ca me cakkhusamphassanissitaṃ viññāṇaṃ bhavissatī ti evañhi te gahapati sikkhitabbaṃ,暗 尊者舍梨子 我便恐怖 舉身毛竪 莫令人 非人來觸嬈我
77,207,MN.77.c116,MA.207.32,TRUE_PAIR,1,3,0.1612,0.0,0.0967,234,23,0.9355,OMISSION,HIGH,1.0,3.347,0.69,0.2094,0.0698,cittam|anuttaram|citta,,saṅkhittaṃ vā cittaṃ vikkhittaṃ vā cittaṃ mahaggataṃ vā cittaṃ amahaggataṃ vā cittaṃ sauttaraṃ vā cittaṃ anuttaraṃ vā cittaṃ samāhitaṃ vā cittaṃ asamāhitaṃ vā cittaṃ vimuttaṃ vā cittaṃ avimuttaṃ vā cittaṃ avimuttaṃ citta nti pajānanti,復次 優陀夷 我有弟子 謂無上知見稱說我 世尊
91,161,MN.91.c023,MA.161.30,TRUE_PAIR,1,3,0.1626,0.0,0.0976,263,20,0.935,SEMANTIC_DRIFT,HIGH,1.0,3.717,1.66,0.3072,0.0871,gotamo|kaye,,kosohitavatthaguyho kho pana so bhavaṃ gotamo suvaṇṇavaṇṇo kho pana so bhavaṃ gotamo kañcanasannibhattaco sukhumacchavi kho pana so bhavaṃ gotamo sukhumattā chaviyā rajojallaṃ kāye na upalimpati ekekalomo kho pana so bhavaṃ gotamo ekekāni lomāni lomakūpesu jātāni,迦羅毘伽 是謂 尊 沙門瞿曇大人大人之相
87,216,MN.87.c019,MA.216.12,TRUE_PAIR,1,3,0.1453,0.0,0.0872,166,24,0.9349,OMISSION,HIGH,1.0,2.79,0.539,0.1838,0.0715,brahmana|bhagini,,bhūtapubbaṃ brāhmaṇa imissāyeva sāvatthiyā aññatarissā itthiyā pitā kālamakāsi bhātā kālamakāsi bhaginī kālamakāsi putto kālamakāsi dhītā kālamakāsi sāmiko kālamakāsi,末利皇后白曰 大王 若不信者 可自往問 亦可遣使
56,133,MN.56.c027,MA.133.44,TRUE_PAIR,1,3,0.1627,0.0,0.0976,170,19,0.9349,OMISSION,HIGH,1.0,3.161,1.438,0.2537,0.0633,tvam|gahapati|vadam|aham,,gaccha tvaṃ gahapati samaṇassa gotamassa imasmiṃ kathāvatthusmiṃ vādaṃ āropehi ahaṃ vā hi gahapati samaṇassa gotamassa vādaṃ āropeyyaṃ dīghatapassī vā nigaṇṭho tvaṃ vā ti,私 恐優婆離居士受沙門瞿曇化 化作弟子
87,216,MN.87.c016,MA.216.10,TRUE_PAIR,1,3,0.1629,0.0,0.0977,303,4,0.9348,OMISSION,HIGH,1.0,6.243,0.293,0.1838,0.0715,ekamantam|nisinno|brahmano|bhagavantam|etadavoca|gotama|pade|sirasa,,ekamantaṃ nisinno kho nāḷijaṅgho brāhmaṇo bhagavantaṃ etadavoca mallikā bho gotama devī bhoto gotamassa pāde sirasā vandati appābādhaṃ appātaṅkaṃ lahuṭṭhānaṃ balaṃ phāsuvihāraṃ pucchati evañca vadeti bhāsitā nu kho bhante bhagavatā esā vācā piyajātikā sokaparidevadukkhadomanassupāyāsā piyappabhavikā,頷頭而去
122,191,MN.122.c047,MA.191.37,TRUE_PAIR,1,3,0.1631,0.0,0.0978,129,8,0.9348,SEMANTIC_DRIFT,HIGH,1.0,4.011,1.926,0.3137,0.0782,ceva,,so anvāvattantesu brāhmaṇagahapatikesu negamesu ceva jānapadesu ca na mucchaṃ nikāmayati na gedhaṃ āpajjati na āvattati bāhullāya,失以弟子多集會故
128,72,MN.128.c031,MA.72.53,TRUE_PAIR,1,3,0.1634,0.0,0.098,270,23,0.9346,OMISSION,HIGH,1.0,3.553,1.131,0.2418,0.0694,tassa|anuruddha|hetu|yena|samadhi,,tassa mayhaṃ anuruddhā etadahosi ko nu kho hetu ko paccayo yena me obhāso antaradhāyati dassanañca rūpāna nti tassa mayhaṃ anuruddhā etadahosi amanasikāro kho me udapādi amanasikārādhikaraṇañca pana me samādhi cavi samādhimhi cute obhāso antaradhāyati dassanañca rūpānaṃ,罵詈責數說 而能制和合 若思真實義 怨結必得息
93,151,MN.93.c008,MA.151.8,TRUE_PAIR,1,3,0.1637,0.0,0.0982,202,12,0.9345,OMISSION,HIGH,1.0,4.073,0.996,0.237,0.0737,manavo|etadavoca|samano|gotamo|gotamena|saddhim,,dutiyampi kho assalāyano māṇavo te brāhmaṇe etadavoca samaṇo khalu bho gotamo dhammavādī dhammavādino ca pana duppaṭimantiyā bhavanti nāhaṃ sakkomi samaṇena gotamena saddhiṃ asmiṃ vacane paṭimantetu nti,拘薩羅眾多梵志語曰 摩納
43,211,MN.43.c042,MA.211.77,TRUE_PAIR,1,3,0.164,0.0,0.0984,290,32,0.9344,OMISSION,HIGH,1.0,3.18,1.19,0.2487,0.0712,avuso|atthi|agamma|dhamma|ceva|nanam,,yā cāyaṃ āvuso appamāṇā cetovimutti yā ca ākiñcaññā cetovimutti yā ca suññatā cetovimutti yā ca animittā cetovimutti atthi kho āvuso pariyāyo yaṃ pariyāyaṃ āgamma ime dhammā nānātthā ceva nānābyañjanā ca atthi ca kho āvuso pariyāyo yaṃ pariyāyaṃ āgamma ime dhammā ekatthā byañjanameva nānaṃ,尊者大拘絺羅答曰 比丘從滅盡定起時 先生意行 次生口行 後生身行
43,211,MN.43.c019,MA.211.30,TRUE_PAIR,1,3,0.164,0.0,0.0984,265,18,0.9344,OMISSION,HIGH,1.0,3.88,1.19,0.2487,0.0712,avuso|ayatim|hoti|katham|panavuso,,avijjānīvaraṇānaṃ kho āvuso sattānaṃ taṇhāsaṃyojanānaṃ tatratatrābhinandanā evaṃ āyatiṃ punabbhavābhinibbatti hotī ti kathaṃ panāvuso āyatiṃ punabbhavābhinibbatti na hotī ti avijjāvirāgā kho āvuso vijjuppādā taṇhānirodhā evaṃ āyatiṃ punabbhavābhinibbatti na hotī ti,復問曰 賢者拘絺羅 幾因幾緣生正見耶
